계열,판,쪽,표제목,장,블록,지역,매칭,열순번,x위치,원문,값,신뢰도,플래그,행원문
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경북,col-ko,0,0.3453,35,35,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경남,col-ko,0,0.4713,138,138,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,제주,col-ko,0,0.5973,101,101,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전북,col-ko,1,0.0943,451,451,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전남,col-ko,1,0.2182,19 639,19639,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경북,col-ko,1,0.3453,330,330,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경남,col-ko,1,0.4713,7 012,7012,0.3,전치|저신뢰,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전북,col-ko,0,0.0943,16,16,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전남,col-ko,0,0.2182,325,325,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경북,col-ko,0,0.3453,35,35,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경남,col-ko,0,0.4713,138,138,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,제주,col-ko,0,0.5973,101,101,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전북,col-ko,1,0.0943,451,451,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전남,col-ko,1,0.2182,19 639,19639,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경북,col-ko,1,0.3453,330,330,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경남,col-ko,1,0.4713,7 012,7012,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전북,col-ko,0,0.0943,95,95,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
